argument,topic
Η μαριχουάνα βλάπτει τον εγκέφαλο και οποιαδήποτε ποσότητα χρήσης κάνναβης μπορεί να αυξήσει τον κίνδυνο ανάπτυξης προβλημάτων ψυχικής υγείας,Πρέπει να νομιμοποιήσουμε την κάνναβη
"Η μαριχουάνα είναι μέρος της κουλτούρας των ναρκωτικών, έτσι η χρήση της οδηγεί σε άλλες, πολύ πιο επικίνδυνες χρήσεις.",Πρέπει να νομιμοποιήσουμε την κάνναβη
"Η χρήση μαριχουάνας μπορεί να οδηγήσει στη χρήση σκληρότερων, πιο επιβλαβών ναρκωτικών, όπως η ηρωίνη και η κοκαΐνη.",Πρέπει να νομιμοποιήσουμε την κάνναβη
Η χρήση μαριχουάνας βλάπτει περισσότερο από το άτομο που χρησιμοποιεί το ναρκωτικό και το κοινωνικό κόστος της μαριχουάνας θα υπερέβαινε τα φορολογικά έσοδα,Πρέπει να νομιμοποιήσουμε την κάνναβη
Τα τροχαία ατυχήματα και οι θάνατοι που σχετίζονται με τη μαριχουάνα θα αυξάνονταν αν νομιμοποιούνταν η μαριχουάνα.,Πρέπει να νομιμοποιήσουμε την κάνναβη
Το ψυχαγωγικό ζιζάνιο θα αυξήσει τα περιστατικά,Πρέπει να νομιμοποιήσουμε την κάνναβη
Η πώληση κάνναβης δεν πρέπει να νομιμοποιηθεί επειδή είναι ένα επικίνδυνο ναρκωτικό με γνωστούς κινδύνους και δυσμενείς επιπτώσεις,Πρέπει να νομιμοποιήσουμε την κάνναβη
Το κάπνισμα κάνναβης σε νεαρή ηλικία μπορεί να διαταράξει τη φυσική ανάπτυξη του εγκεφάλου,Πρέπει να νομιμοποιήσουμε την κάνναβη
Το κάπνισμα κάνναβης προκαλεί άγνωστη εγκεφαλική βλάβη και μπορεί να έχει επιπτώσεις που διαρκούν χρόνια μετά την τελευταία φορά που κάπνισε.,Πρέπει να νομιμοποιήσουμε την κάνναβη
Το κάπνισμα κάνναβης αυξάνει τον κίνδυνο κατάθλιψης για τους νέους που έχουν γενετική ευπάθεια στην ψυχική ασθένεια,Πρέπει να νομιμοποιήσουμε την κάνναβη
Μελέτες δείχνουν ότι οι μαθητές που χρησιμοποιούν κάνναβη έχουν χειρότερες επιδόσεις στο σχολείο,Πρέπει να νομιμοποιήσουμε την κάνναβη
η γενική χρήση της κάνναβης θα γίνει αντικείμενο κατάχρησης και θα αποτελέσει κίνδυνο για το κοινό,Πρέπει να νομιμοποιήσουμε την κάνναβη
η νομιμοποίηση της κάνναβης θα δώσει το μήνυμα ότι είναι εντάξει να κάνεις ναρκωτικά,Πρέπει να νομιμοποιήσουμε την κάνναβη
η χρήση της κάνναβης μπορεί να αποτελέσει μια διαδρομή προς την πιο επιβλαβή χρήση ναρκωτικών.,Πρέπει να νομιμοποιήσουμε την κάνναβη
Η χρήση της κάνναβης δεν σταματά εκεί. πολλοί πάνε για το επόμενο υψηλό του χασίς. στη συνέχεια σε άλλα ναρκωτικά. η κάνναβη δεν πρέπει να επιτρέπεται να σταματήσει αυτή την εξέλιξη.,Πρέπει να νομιμοποιήσουμε την κάνναβη
"Δεν υπάρχουν επαρκή στοιχεία που να αποδεικνύουν ότι η κάνναβη είναι ασφαλής και δεν έχει επίδραση στην ψυχική υγεία, ιδιαίτερα στους νέους.",Πρέπει να νομιμοποιήσουμε την κάνναβη
αυτό είναι ένα πιθανό φάρμακο πύλης προς πιο επικίνδυνες ουσίες,Πρέπει να νομιμοποιήσουμε την κάνναβη
"η νομιμοποίηση της κάνναβης θα ήταν να πούμε στους ανθρώπους ότι είναι ασφαλές να το χρησιμοποιούν, κάτι που είναι αναληθές, και θα είχε ως αποτέλεσμα πολλοί περισσότεροι να το χρησιμοποιούν και μια επιδημία ψυχολογικών προβλημάτων",Πρέπει να νομιμοποιήσουμε την κάνναβη
δεν μπορούμε να νομιμοποιήσουμε ναρκωτικά όπως η κάνναβη γιατί θα καταστρέψουμε την κοινωνία μας νομιμοποιώντας τον εθισμό στα ναρκωτικά,Πρέπει να νομιμοποιήσουμε την κάνναβη
"Δεν γνωρίζουμε τις μακροπρόθεσμες επιπτώσεις της χρήσης κάνναβης, επειδή δεν έχουν γίνει ποτέ επαρκείς μελέτες. Μέχρι να γίνουν επιστημονικές μελέτες για να εξασφαλιστεί η μακροπρόθεσμη ασφάλεια, η κάνναβη δεν θα πρέπει να νομιμοποιηθεί.",Πρέπει να νομιμοποιήσουμε την κάνναβη
"δεν πρέπει να νομιμοποιήσουμε ένα επικίνδυνο ναρκωτικό, του δίνει μια σφραγίδα έγκρισης και αυτό είναι ένα ανεύθυνο μήνυμα που στέλνουμε στους νέους",Πρέπει να νομιμοποιήσουμε την κάνναβη
Δεν πρέπει να νομιμοποιήσουμε την κάνναβη καθώς έχει αποδειχθεί ότι έχει μακροπρόθεσμα προβλήματα ψυχικής υγείας και συγκέντρωσης.,Πρέπει να νομιμοποιήσουμε την κάνναβη
"δεν θα πρέπει να νομιμοποιήσουμε την κάνναβη, καθώς είναι μια επιβλαβής ξένη ουσία που προκαλεί εγκεφαλική βλάβη όταν καταναλώνεται σε τακτική βάση.",Πρέπει να νομιμοποιήσουμε την κάνναβη
δεν πρέπει να νομιμοποιήσουμε την κάνναβη γιατί μπορεί να προκαλέσει υπερβολικές δόσεις και ψυχικές ασθένειες,Πρέπει να νομιμοποιήσουμε την κάνναβη
δεν πρέπει να νομιμοποιήσουμε την κάνναβη επειδή είναι ένα ναρκωτικό πύλη,Πρέπει να νομιμοποιήσουμε την κάνναβη
δεν θα έπρεπε να νομιμοποιήσουμε την κάνναβη γιατί τότε περισσότεροι άνθρωποι θα τη χρησιμοποιούσαν σε δημόσιους χώρους,Πρέπει να νομιμοποιήσουμε την κάνναβη
"δεν πρέπει να νομιμοποιήσουμε την κάνναβη, καθώς είναι ένα ναρκωτικό που αλλάζει τη διάθεση και μπορεί να οδηγήσει τους νεότερους ανθρώπους να δοκιμάσουν περισσότερα ναρκωτικά.",Πρέπει να νομιμοποιήσουμε την κάνναβη
"δεν θα πρέπει να νομιμοποιήσουμε την κάνναβη, τότε περισσότερα παιδιά θα την αποκτήσουν",Πρέπει να νομιμοποιήσουμε την κάνναβη
"δεν πρέπει να νομιμοποιήσουμε την κάνναβη, είναι ένα ναρκωτικό πύλη και προκαλεί ψύχωση και παράνοια",Πρέπει να νομιμοποιήσουμε την κάνναβη
δεν θα πρέπει να νομιμοποιήσουμε την κάνναβη γιατί οι έμποροι ναρκωτικών θα την εκμεταλλευτούν και πολλοί θα εθιστούν σε αυτήν,Πρέπει να νομιμοποιήσουμε την κάνναβη
"δεν πρέπει να νομιμοποιήσουμε την κάνναβη, καθώς θα μπορούσε να οδηγήσει σε εθισμό σε άλλα, πιο εθιστικά ναρκωτικά, τα οποία στη συνέχεια θα μπορούσαν να οδηγήσουν στην εγκληματικότητα ως τρόπο απόκτησης αυτών των ναρκωτικών",Πρέπει να νομιμοποιήσουμε την κάνναβη
δεν πρέπει να νομιμοποιήσουμε την κάνναβη γιατί θα μπορούσε να οδηγήσει σε αύξηση του εθισμού σε άλλα ναρκωτικά που είναι πολύ πιο επικίνδυνα από την κάνναβη,Πρέπει να νομιμοποιήσουμε την κάνναβη
δεν πρέπει να νομιμοποιήσουμε την κάνναβη επειδή έχει αποδειχθεί ότι αυξάνει την πιθανότητα ψυχικών ασθενειών όπως η κατάθλιψη,Πρέπει να νομιμοποιήσουμε την κάνναβη
δεν πρέπει να νομιμοποιήσουμε την κάνναβη γιατί θα κάνει το νεότερο κοινό να πιστεύει ότι τα ναρκωτικά δεν είναι τόσο άσχημα όσο λένε και θα μπορούσε να τους οδηγήσει να πειραματιστούν με άλλα ναρκωτικά και να δημιουργήσουν εθισμό,Πρέπει να νομιμοποιήσουμε την κάνναβη
δεν θα έπρεπε να νομιμοποιήσουμε την κάνναβη γιατί τότε θα είναι ευκολότερο να την αποκτήσεις και νομίζω ότι οι έμποροι θα την αποκτήσουν ευκολότερα και μετά θα προσπαθήσουν να την μεταπωλήσουν για περισσότερα χρήματα.,Πρέπει να νομιμοποιήσουμε την κάνναβη
"δεν θα πρέπει να νομιμοποιήσουμε την κάνναβη όπως κάθε ναρκωτικό, είναι εθιστικό και μπορεί να γίνει κατάχρησή του και να επηρεάσει τις αισθήσεις",Πρέπει να νομιμοποιήσουμε την κάνναβη
"Ενώ υπάρχουν οφέλη, έτσι κάνουν και οι κίνδυνοι. νέες μελέτες έχουν δείξει ότι υπάρχουν επίσης κίνδυνοι που συνδέονται με τη χρήση ειδικά από τους εφήβους, όπου ο εγκέφαλός τους επηρεάζεται. μακροπρόθεσμα αποτελέσματα είναι πολύ επικίνδυνα.",Πρέπει να νομιμοποιήσουμε την κάνναβη
Δεν μπορείς να νομιμοποιήσεις τη μαριχουάνα μέχρι να βρεις τρόπο να κάνεις τεστ για αυτήν σε οδηγούς αυτοκινήτων.,Πρέπει να νομιμοποιήσουμε την κάνναβη
"η μετάβαση από την κατανάλωση αλκοόλ στη χρήση κάνναβης θα μειώσει τα εγκλήματα, επειδή η ποσότητα του εγκλήματος και της βίας που προκαλείται από τη χρήση αλκοόλ είναι δέκα φορές υψηλότερη από αυτή της μαριχουάνας",Πρέπει να νομιμοποιήσουμε την κάνναβη
Μια μελέτη επιβεβαίωσε ότι η νομιμοποίηση της μαριχουάνας έχει ως αποτέλεσμα τη μείωση της χρήσης μαριχουάνας μεταξύ των εφήβων,Πρέπει να νομιμοποιήσουμε την κάνναβη
οι ενήλικες θα πρέπει να μπορούν να επιλέγουν τις ουσίες που θέλουν να χρησιμοποιούν.,Πρέπει να νομιμοποιήσουμε την κάνναβη
"Το αλκοόλ και ο καπνός προκαλούν πολύ μεγαλύτερη ζημιά στην κοινωνία από ό,τι η κάνναβη, και όμως είναι ακόμα νόμιμα.",Πρέπει να νομιμοποιήσουμε την κάνναβη
"επειδή η κάνναβη βοηθά στη ρύθμιση του σωματικού βάρους, είναι λογικό ότι θα βοηθήσει στην πρόληψη και τη ρύθμιση του διαβήτη.",Πρέπει να νομιμοποιήσουμε την κάνναβη
"Η αγορά παράνομης μαριχουάνας στο δρόμο δεν είναι ασφαλής, καθώς μπορεί να περιέχει άγνωστες ουσίες. Η νόμιμη μαριχουάνα ρυθμίζεται για την ασφάλεια των καταναλωτών.",Πρέπει να νομιμοποιήσουμε την κάνναβη
"νομιμοποιώντας την κάνναβη θα απελευθερώσει την αστυνομία για να ασχοληθεί με άλλα θέματα, ενώ φορολογώντας την η κυβέρνηση μπορεί να φέρει επιπλέον έσοδα.",Πρέπει να νομιμοποιήσουμε την κάνναβη
Η κάνναβη μπορεί να χρησιμοποιηθεί αποτελεσματικά για ιατρικούς σκοπούς για να προσφέρει ανακούφιση από σοβαρές ιατρικές παθήσεις.,Πρέπει να νομιμοποιήσουμε την κάνναβη
"Η κάνναβη μπορεί να χρησιμοποιηθεί για μια σειρά από ιατρικά ζητήματα, έτσι ώστε να είναι νόμιμη θα βοηθήσει με αυτό",Πρέπει να νομιμοποιήσουμε την κάνναβη
"Η κάνναβη μπορεί να βοηθήσει στη θεραπεία ατόμων με διάφορα προβλήματα, η νομιμοποίησή της θα προσφέρει στους ανθρώπους ένα προϊόν καλύτερης ποιότητας",Πρέπει να νομιμοποιήσουμε την κάνναβη
Η κάνναβη μπορεί να βοηθήσει τους ανθρώπους να ανακουφίσουν τον πόνο,Πρέπει να νομιμοποιήσουμε την κάνναβη
Η κάνναβη μπορεί να προσφέρει παρηγοριά σε εκείνους τους ανθρώπους που υποφέρουν από μεγάλο πόνο λόγω ασθένειας ή αναπηρίας.,Πρέπει να νομιμοποιήσουμε την κάνναβη
Η κάνναβη μπορεί να προσφέρει ανακούφιση για διάφορες ασθένειες χωρίς τις παρενέργειες των συνηθισμένων φαρμάκων.,Πρέπει να νομιμοποιήσουμε την κάνναβη
Η κάνναβη μπορεί να ανακουφίσει τη σπαστικότητα των μυών που μερικές φορές σχετίζεται με τη σκλήρυνση κατά πλάκας και την παράλυση,Πρέπει να νομιμοποιήσουμε την κάνναβη
Η κάνναβη έχει αποδειχθεί ότι είναι λιγότερο επιβλαβής από άλλα ναρκωτικά και παίζει ένα ευεργετικό και ασφαλές ρόλο στη θεραπεία ορισμένων ασθενειών και γι’ αυτό θα πρέπει να νομιμοποιηθεί,Πρέπει να νομιμοποιήσουμε την κάνναβη
η κάνναβη έχει αποδειχθεί πολύ αποτελεσματική για ιατρική χρήση,Πρέπει να νομιμοποιήσουμε την κάνναβη
"Η κάνναβη έχει αποδειχθεί ότι ανακουφίζει τον πόνο, την αϋπνία και μειώνει το στρες με μια φυσική μέθοδο.",Πρέπει να νομιμοποιήσουμε την κάνναβη
"Η κάνναβη έχει αποδειχθεί λιγότερο επιβλαβής από το αλκοόλ, οπότε η νομιμοποίησή της έχει απόλυτο νόημα.",Πρέπει να νομιμοποιήσουμε την κάνναβη
Η κάνναβη έχει αποδειχθεί ότι είναι ασφαλέστερη από το αλκοόλ και λιγότερο εθιστική. δεν υπάρχει πραγματικός λόγος να την κρατήσουμε ως παράνομη ουσία.,Πρέπει να νομιμοποιήσουμε την κάνναβη
"Η κάνναβη έχει αποδειχθεί ότι παρέχει ανακούφιση από τον πόνο σε χρόνια άρρωστους ασθενείς, η νομιμοποίηση θα βοηθούσε στην ανακούφιση των δεινών τους.",Πρέπει να νομιμοποιήσουμε την κάνναβη
Η κάνναβη έχει πολλά οφέλη για τους ασθενείς με καρκίνο και τους ανθρώπους με άλλες επώδυνες συνθήκες.,Πρέπει να νομιμοποιήσουμε την κάνναβη
η κάνναβη έχει πολλές φαρμακευτικές ιδιότητες που τα φαρμακευτικά φάρμακα δεν μπορούν να διορθώσουν και θα πρέπει να νομιμοποιηθούν,Πρέπει να νομιμοποιήσουμε την κάνναβη
Η κάνναβη έχει πολλές πολύτιμες ιατρικές χρήσεις.,Πρέπει να νομιμοποιήσουμε την κάνναβη
Η κάνναβη έχει ιατρικά οφέλη που θα μπορούσαν να χρησιμοποιηθούν για να δώσουν ανακούφιση σε άτομα με χρόνιες ασθένειες.,Πρέπει να νομιμοποιήσουμε την κάνναβη
Η κάνναβη έχει πολλαπλά τεκμηριωμένα οφέλη για την υγεία,Πρέπει να νομιμοποιήσουμε την κάνναβη
Η κάνναβη έχει αποδειχθεί ότι είναι μια καλύτερη εναλλακτική λύση από τα οπιοειδή στη διαχείριση του πόνου.Είναι ένα φυσικό φυτό και θα πρέπει να είναι νόμιμη.,Πρέπει να νομιμοποιήσουμε την κάνναβη
"Η κάνναβη βοηθά τους ασθενείς με καρκίνο, μια φυσική θεραπεία για την ανακούφιση καθώς και άλλα ιατρικά προβλήματα όπως η αϋπνία, χωρίς οποιεσδήποτε αφύσικες χημικές προσθήκες.",Πρέπει να νομιμοποιήσουμε την κάνναβη
Η κάνναβη βοηθά τους ασθενείς με καρκίνο περισσότερο από τα φαρμακευτικά φάρμακα.,Πρέπει να νομιμοποιήσουμε την κάνναβη
"η κάνναβη, δηλαδή η μαριχουάνα, είναι ένα ψυχαγωγικό ναρκωτικό εδώ και αιώνες. δεν έχει προκαλέσει βλάβη σε όσους το χρησιμοποιούν. οι ενήλικες θα πρέπει να μπορούν να το χρησιμοποιούν όπως ακριβώς μπορούν να πίνουν αλκοόλ",Πρέπει να νομιμοποιήσουμε την κάνναβη
Η κάνναβη είναι ένα αβλαβές ψυχαγωγικό ναρκωτικό που χρησιμοποιείται από εκατομμύρια ανθρώπους και έχει πολύτιμες φαρμακευτικές ιδιότητες - το παρόν παράνομο καθεστώς της σπαταλά το χρόνο της αστυνομίας και θεωρείται σε μεγάλο βαθμό αναχρονιστικό.,Πρέπει να νομιμοποιήσουμε την κάνναβη
Η κάνναβη είναι μια ολιστική και φυσική θεραπεία για τους ασθενείς με καρκίνο και ως εκ τούτου θα πρέπει να νομιμοποιηθεί,Πρέπει να νομιμοποιήσουμε την κάνναβη
"Η κάνναβη είναι ένα ασφαλές φαρμακευτικό φυτό, βοηθά τους ανθρώπους.",Πρέπει να νομιμοποιήσουμε την κάνναβη
Η κάνναβη είναι ένα χρήσιμο φαρμακευτικό φυτό που οι άνθρωποι θα πρέπει να μπορούν να χρησιμοποιούν νόμιμα.,Πρέπει να νομιμοποιήσουμε την κάνναβη
"Η κάνναβη είναι ένα ζωτικό φάρμακο για πολλούς, παρέχοντας ανακούφιση από τον πόνο των εκφυλιστικών ασθενειών (π.χ. σκλήρυνση κατά πλάκας) που δεν είναι διαθέσιμη αλλού.",Πρέπει να νομιμοποιήσουμε την κάνναβη
"Η κάνναβη είναι ένα θαυματουργό φάρμακο για άτομα που πάσχουν από ορισμένες ασθένειες, καθώς μπορεί να μειώσει σημαντικά τον πόνο.",Πρέπει να νομιμοποιήσουμε την κάνναβη
Η κάνναβη θεωρείται ένα μαλακό ναρκωτικό και έχει αποδειχθεί επιτυχής στη θεραπεία μιας σειράς ψυχικών και σωματικών ασθενειών.,Πρέπει να νομιμοποιήσουμε την κάνναβη
Η κάνναβη θεωρείται από πολλούς ότι είναι λιγότερο επιβλαβής από το αλκοόλ ή τον καπνό και μπορεί να χρησιμοποιηθεί για ιατρικούς σκοπούς.,Πρέπει να νομιμοποιήσουμε την κάνναβη
"Η κάνναβη είναι γνωστή για τις φαρμακευτικές της ιδιότητες, οι άνθρωποι θα πρέπει να έχουν την ελευθερία να χρησιμοποιούν αυτό που καταπραΰνει τον πόνο τους",Πρέπει να νομιμοποιήσουμε την κάνναβη
"Η κάνναβη είναι λιγότερο επικίνδυνη από άλλα πράγματα που είναι επί του παρόντος νόμιμα, όπως το αλκοόλ και τα τσιγάρα.",Πρέπει να νομιμοποιήσουμε την κάνναβη
Η κάνναβη είναι λιγότερο επιβλαβής από το αλκοόλ και καταλαμβάνει πάρα πολλούς πόρους επιβολής του νόμου λόγω της κατάστασης του παράνομου.,Πρέπει να νομιμοποιήσουμε την κάνναβη
Είναι καιρός να επιτρέψουμε στους ανθρώπους να λαμβάνουν τις δικές τους αποφάσεις σχετικά με την κάνναβη.,Πρέπει να νομιμοποιήσουμε την κάνναβη
"Η κάνναβη δεν είναι πιο επικίνδυνη από το αλκοόλ, το οποίο είναι νόμιμο.",Πρέπει να νομιμοποιήσουμε την κάνναβη
"Η κάνναβη δεν είναι πιο επιβλαβής από το αλκοόλ, το οποίο είναι νόμιμο.",Πρέπει να νομιμοποιήσουμε την κάνναβη
Η κάνναβη δεν είναι χειρότερη από το αλκοόλ και θα πρέπει να είναι νόμιμη για κάθε ενήλικα αμερικανό πολίτη.,Πρέπει να νομιμοποιήσουμε την κάνναβη
"Η κάνναβη δεν είναι χειρότερη από το αλκοόλ, το οποίο είναι νόμιμο εδώ και χρόνια, είναι σπατάλη χρημάτων για την επιβολή ενός άσκοπου νόμου.",Πρέπει να νομιμοποιήσουμε την κάνναβη
"Η κάνναβη δεν είναι επικίνδυνο ναρκωτικό όπως η μεθαμφεταμίνη και θα έπρεπε να νομιμοποιηθεί για να την απολαύσει όλη η χώρα, όπως η αλοχόλη.",Πρέπει να νομιμοποιήσουμε την κάνναβη
"Η κάνναβη δεν είναι διαφορετική από τα τσιγάρα και το αλκοόλ. Αν χρησιμοποιείται υπεύθυνα, δεν θα πρέπει να αποτελεί πρόβλημα.",Πρέπει να νομιμοποιήσουμε την κάνναβη
"Η κάνναβη είναι ασφαλέστερη από το αλκοόλ, δεν υπάρχει υπερβολική δόση και η οδήγηση υπό την επήρεια είναι λιγότερο πιθανό να προκαλέσει ατύχημα από την οδήγηση υπό την επήρεια.",Πρέπει να νομιμοποιήσουμε την κάνναβη
"Η κάνναβη είναι η τελευταία ελπίδα για πολλούς ανθρώπους με χρόνιο πόνο, και είναι πολύ πιο ασφαλής από πολλά συνταγογραφούμενα φάρμακα.",Πρέπει να νομιμοποιήσουμε την κάνναβη
Η κάνναβη είναι χρήσιμη για να βοηθήσει τους ανθρώπους με ψυχικές και σωματικές ασθένειες και η νομιμοποίησή της θα διευκόλυνε την απόκτησή της.,Πρέπει να νομιμοποιήσουμε την κάνναβη
Η νομιμοποίηση της κάνναβης θα μπορούσε να είναι μια προσοδοφόρα πηγή εσόδων,Πρέπει να νομιμοποιήσουμε την κάνναβη
"Η κάνναβη θα πρέπει να νομιμοποιηθεί, επειδή αυτό θα επιτρέψει στην αστυνομία να επικεντρωθεί σε πολύ μεγαλύτερα εγκλήματα που επί του παρόντος δεν έχουν αρκετό χρόνο αφιερωμένο σε αυτά, δεδομένου ότι οι αξιωματικοί πρέπει να ασχοληθούν με τα αδικήματα κάνναβης αντί",Πρέπει να νομιμοποιήσουμε την κάνναβη
Η κάνναβη θα πρέπει να νομιμοποιηθεί καθώς μπορεί να είναι ευεργετική για ορισμένες ιατρικές καταστάσεις.,Πρέπει να νομιμοποιήσουμε την κάνναβη
"Η κάνναβη θα πρέπει να νομιμοποιηθεί, καθώς έχει αποδειχθεί ιατρικά ότι είναι μια ευεργετική θεραπεία για τη διαχείριση του πόνου για τους ανθρώπους που μπορεί να μην έχουν άμεση πρόσβαση σε γιατρό.",Πρέπει να νομιμοποιήσουμε την κάνναβη
"Η κάνναβη θα πρέπει να νομιμοποιηθεί, καθώς είναι λιγότερο εθιστική από άλλα ναρκωτικά, συμπεριλαμβανομένου του καπνίσματος και του αλκοόλ και δεν έχει ως αποτέλεσμα τις καταστροφικές συμπεριφορές που σχετίζονται με αυτά.",Πρέπει να νομιμοποιήσουμε την κάνναβη
η κάνναβη πρέπει να νομιμοποιηθεί επειδή είναι ένα φυσικό δημιούργημα της γης και κανείς δεν έχει το δικαίωμα να αρνηθεί σε άλλους την ευκαιρία να βάλουν στο σώμα τους αυτό που πιστεύουν ότι τους ωφελεί,Πρέπει να νομιμοποιήσουμε την κάνναβη
Η κάνναβη θα έπρεπε να νομιμοποιηθεί επειδή είναι απλά ένα φυτό και το να κάνεις ένα φυτό παράνομο είναι απλά περίεργο.,Πρέπει να νομιμοποιήσουμε την κάνναβη
η κάνναβη θα πρέπει να νομιμοποιηθεί μόνο για τα φορολογικά έσοδα και μόνο. χρησιμοποιείται ευρέως και είναι ασφαλέστερο από το αλκοόλ ή τον καπνό. ας κερδίσουμε χρήματα και να το κάνουμε νόμιμο τώρα.,Πρέπει να νομιμοποιήσουμε την κάνναβη
Το κάπνισμα τσιγάρων και η κατανάλωση αλκοόλ προκαλούν περισσότερη βλάβη στους ανθρώπους από το κάπνισμα κάνναβης και είναι και τα δύο νόμιμα,Πρέπει να νομιμοποιήσουμε την κάνναβη
"λόγω της μεγάλης διαμάχης και του λαθρεμπορίου αυτής της ουσίας, θα σώσει πολλούς θανάτους",Πρέπει να νομιμοποιήσουμε την κάνναβη
"Ως επί το πλείστον, η κάνναβη είναι ήδη νόμιμη σε πολλές πολιτείες και χώρες, οπότε θα πρέπει να είναι ένας καθολικός νόμος.",Πρέπει να νομιμοποιήσουμε την κάνναβη
"Δεδομένων των πλέον αποδεδειγμένων ιατρικών οφελών, η νομιμοποίηση της κάνναβης είναι πλέον αναπόφευκτη",Πρέπει να νομιμοποιήσουμε την κάνναβη
"Έχει αποδειχθεί επιστημονικά ότι η κάνναβη είναι χρήσιμη για τη θεραπεία του πόνου σε πάσχοντες από σκλήρυνση κατά πλάκας, ενώ έχει επίσης δείξει μεγάλη υπόσχεση για τη μείωση των επιληπτικών κρίσεων σε όσους πάσχουν από σοβαρή επιληψία.",Πρέπει να νομιμοποιήσουμε την κάνναβη
αν το αλκοόλ είναι νόμιμο γιατί όχι και η κάνναβη ; Το αλκοόλ είναι πολύ πιο επικίνδυνο από την κάνναβη.,Πρέπει να νομιμοποιήσουμε την κάνναβη
αν η κάνναβη είναι νόμιμη μπορεί να ρυθμιστεί και να φορολογηθεί,Πρέπει να νομιμοποιήσουμε την κάνναβη
αν οι άνθρωποι το χρειάζονται για λόγους υγείας τότε είναι εντάξει,Πρέπει να νομιμοποιήσουμε την κάνναβη
"εάν δεν υπάρχουν βλάβες τρίτων, τότε ένα άτομο θα πρέπει να μπορεί να χρησιμοποιεί οποιαδήποτε ουσία επιλέγει.",Πρέπει να νομιμοποιήσουμε την κάνναβη
"αποδεικνύεται από τους επιστήμονες ότι η κάνναβη βοηθά στη βελτίωση πολλών ασθενειών και έχει χρησιμοποιηθεί για πολλά χρόνια, οπότε πρέπει να είναι νόμιμη",Πρέπει να νομιμοποιήσουμε την κάνναβη
"μπορεί να είναι πολύ ευεργετικό για τους ανθρώπους με ορισμένες ασθένειες, έτσι θα πρέπει να είναι νόμιμη",Πρέπει να νομιμοποιήσουμε την κάνναβη
έχει πολλές καλές χρήσεις και θα μπορούσε να είναι μια καλή γεννήτρια φορολογικών εσόδων για τα κράτη και την ομοσπονδιακή κυβέρνηση,Πρέπει να νομιμοποιήσουμε την κάνναβη
βοηθά τόσους πολλούς ανθρώπους και δεν υπάρχει κανένας καλός λόγος για να είναι παράνομο όταν το αλκοόλ δεν είναι.,Πρέπει να νομιμοποιήσουμε την κάνναβη
Είναι χάσιμο χρόνου και χρημάτων της κυβέρνησης να διώκει ανθρώπους για να έχουν μαριχουάνα,Πρέπει να νομιμοποιήσουμε την κάνναβη
"Είναι σχεδόν αδύνατο να αστυνομευτεί και δεν είναι πιο επιβλαβές από το αλκοόλ, οπότε η νομιμοποίηση της κάνναβης θα απελευθερώσει πόρους της αστυνομίας για να κυνηγήσει εκείνους που χρησιμοποιούν ή προμηθεύουν πιο επικίνδυνα ναρκωτικά.",Πρέπει να νομιμοποιήσουμε την κάνναβη
είναι εξαιρετικά χρήσιμο στην καταπολέμηση ενός ευρέος φάσματος ιατρικών ασθενειών,Πρέπει να νομιμοποιήσουμε την κάνναβη
θα πρέπει να είναι νόμιμη για τους ανθρώπους που τη χρειάζονται για να τους βοηθήσει να αντιμετωπίσουν προβλήματα υγείας,Πρέπει να νομιμοποιήσουμε την κάνναβη
Οι εργαστηριακές δοκιμές και οι κανονισμοί της νομιμοποιημένης μαριχουάνας θα εξασφαλίσουν ότι είναι ασφαλής για χρήση και απαλλαγμένη από επιβλαβείς ουσίες,Πρέπει να νομιμοποιήσουμε την κάνναβη
"Οι αρχές επιβολής του νόμου δεν είναι σε θέση να αποτρέψουν αποτελεσματικά τη διανομή κάνναβης σε μεγάλη κλίμακα και χρησιμοποιούν πάρα πολλούς πόρους, οπότε θα πρέπει να τη νομιμοποιήσουν και να τη ρυθμίσουν.",Πρέπει να νομιμοποιήσουμε την κάνναβη
Η νόμιμη εγχώρια παραγωγή νομιμοποιημένης μαριχουάνας αφαιρεί χρήματα από τα καρτέλ ναρκωτικών,Πρέπει να νομιμοποιήσουμε την κάνναβη
η νομιμοποίηση της κάνναβης θα αφαιρούσε το εμπόριο από τα χέρια των εγκληματικών συμμοριών,Πρέπει να νομιμοποιήσουμε την κάνναβη
Η νομιμοποίηση θα επιτρέψει στην κυβέρνηση να θέσει περιορισμούς ηλικίας στους καταναλωτές,Πρέπει να νομιμοποιήσουμε την κάνναβη
"Η νομιμοποιημένη κάνναβη μπορεί να ρυθμιστεί και να φορολογηθεί πιο αυστηρά, καθιστώντας την ασφαλέστερη από το παράνομο ζιζάνιο και βοηθώντας στην είσπραξη φόρων.",Πρέπει να νομιμοποιήσουμε την κάνναβη
Η νομιμοποιημένη χρήση μαριχουάνας θα μειώσει το έγκλημα στους δρόμους παραλύοντας την εγκληματική αγορά όπου η βία συμβαίνει πραγματικά,Πρέπει να νομιμοποιήσουμε την κάνναβη
η νομιμοποίηση και η φορολόγηση της κάνναβης θα έφερνε δισεκατομμύρια δολάρια για τη χρηματοδότηση της κυβέρνησης.,Πρέπει να νομιμοποιήσουμε την κάνναβη
